"pm10","pm2.5"
24,7.5
18,4.7
18,4.4
14,8.4
14,6.2
55,10.1
21,11.9
26,9.5
49,8
26,6.8
25,7.2
36,10.7
28,7.3
16,3.7
16,3.4
18,3.5
17,3.9
26,4.5
35,12.5
25,9.5
28,6.2
21,6.2
42,7.5
18,8.8
15,8.6
19,8
17,8
23,10.2
11,8.9
10,5.3
10,2.4
9,1.2
15,7.5
19,7.5
23,8.4
22,6.8
17,6.3
17,8.9
17,6.9
21,5.5
17,4.5
22,4.4
19,4.5
11,2.9
9,2.9
26,6.2
22,5.9
22,7.5
20,10.1
19,11.8
16,8.7
18,7.7
15,4.9
18,4.9
16,4.7
15,6.8
9,5.2
15,6
21,7.7
27,8
24,9.1
20,10.2
23,12.8
25,9.9
19,7.5
11,5.6
24,3.4
33,8.7
31,8
43,8.4
27,8.4
32,8.6
11,8.5
14,6.7
14,5.7
21,4.8
22,5.6
22,5.7
7,4.6
4,2.3
5,0.5
4,1
3,3.1
9,3.1
7,1.2
4,1.9
6,3.1
13,2.3
29,3.2
9,4.6
10,3.8
7,3.3
5,4.7
5,3
3,0.3
0,1.3
0.548642678472848,1.8
0.359489055812647,0.5
0,2.4
0,2.5
2,2.2
3,3.3
3,2
2,2.2
2,3.1
1,2.2
1,3.1
5,4.1
5,2.7
4,0.3
7,2.1
12.8717306514786,7.62778415381397
19,11.2795121680186
20.0569922408765,25.5
24,4
12,1.1
53,0.2
7,2.6
5,3.3
5,2.7
5,1.7
8,0.5
6,1.7
2,1.5
3,1.26398663910847
8,0
4,2.4
1,3.6
7,2.7
7,3.6
4,4.8
11,3.2
7,5.8
8,5.1
11,5.8
10,4.8
12,0.6
7,2.05784398580908
8,1
8,3.4
10,3
12,2.7
8,4.4
6,4.1
11,3.2
14,5.8
9,3.9
8,1.3
8,1.2
9,4.5
11,5.5
12,4.6
18,6.2
17,4.6
20,8.4
41,12
41,10.4
20,6.6
14,3.7
9,2
9,0.6
9,2.4
11,1.3
19,3
32,5.2
19,6
22,8.6
23,8.4
20,7.6
26,7
17,5.6
18,5.1
20,6.7
22,8
15,8.7
11,7.3
10,5.9
15,6.3
11,9.4
16,6.9
12,5.1
7,2.6
13,1.8
8,2.5
7,3
7,3.8
10,3.5
7,3.3
9,4.5
16,9.2
13,6.1
10,2.9
7,3.6
10,4.1
7,2.7
7,2.5
8,4
5,3.8
2,2.7
5,0.6
11,0.8
8,6
7,4.6
8,2.7
16,3.6
7,4.8
7,3.1
5,2.2
3,2.3
7,1.9
12,2.6
23,4.9
21,5
17,10.2
12,7.2
8,3.8
7,4.7
4,4.3
2,2
5,2.4
10,2.7
7,3.1
6,3.6
8,3.4
7,2.7
7,3.1
7,4.5
8,5.8
9,5.3
13,5.1
17,6.6
18,5.1
31,4.4
42,6.5
61,5.7
94,12.2
65,8.6
38,4.5
32,6.3
92,6.7
46,7.2
28,8.4
28,10.1
34,7.5
20,2.6
17,1.2
13,3.3
14,5.1
10,4.1
7,5.8
24,7.5
34,7.3
14,8.5
11,5.6
12,3.9
8,1.6
11,2.44911133016574
10,2.22031630064582
15,0.5
26,4.5
21,4.1
20,1.4
19,4.3
23,5.6
12,3.2
16,6.7
16,6
24,3.2
22,5.2
23,6.7
21,10
34,8
30,7.2
55,8.2
43,13.4
28,8.1
21,5.9
31,6.8
14,4.8
16,4.6
8,2.7
10,3.05242690043134
11,2.74302062017541
10,2.43361433991947
9,2
9,1.5
19,0.9
25,3.7
35,6.6
19,9.7
11,6.3
10,2.8
9,3.2
8,4
4,4
15,3.8
14,2.6
7,1.9
12,2.8
11,4.9
21,8.7
13,7
38,8.1
43,9.5
35,11.4
129,15.5
90,9.2
88,9.5
91,9.6
87,8.9
67,8.5
55,7.3
47,8.7
91,10.6
63,12.1
42,10.2
38,16.3
38,16.7
29,13.6
28,13.6
24,9.3
21,6.6
35,10.8
25,9.7
16,7.6
15,7.1
12,6
13,4.5
14,5.4
12,5.35988510285847
16,5.36322036553293
14,5.36655562820738
15,5.36989089088184
19,5.37322615355629
17,5.37656141623075
21,5.37989667890521
21,5.38323194157966
23,5.38656720425412
23,5.38990246692857
28,5.39323772960303
31,5.39657299227748
27,5.39990825495194
25,5.40324351762639
23,5.40657878030085
32,5.4099140429753
33,5.41324930564976
33,5.41658456832422
34,5.41991983099867
24,5.42325509367313
19,5.42659035634758
11,5.42992561902204
11,5.43326088169649
11,5.43659614437095
9,5.4399314070454
12,5.44326666971986
12,5.44660193239431
10,5.44993719506877
7,5.45327245774323
7,5.45660772041768
25,5.45994298309214
27,5.46327824576659
18,5.46661350844105
32,5.4699487711155
43,5.47328403378996
32,5.47661929646441
24,5.47995455913887
18,5.48328982181333
25,5.48662508448778
26,5.48996034716224
21,5.49329560983669
19,5.49663087251115
19,5.4999661351856
29,5.50330139786006
19,5.50663666053451
27,5.50997192320897
21,5.51330718588342
16,5.51664244855788
17,5.51997771123234
18,5.52331297390679
25,5.52664823658125
34,5.5299834992557
29,5.53331876193016
22,5.53665402460461
27,5.53998928727907
18,5.54332454995352
18,5.54665981262798
15,5.54999507530243
14,5.55333033797689
15,5.55666560065135
15,5.5600008633258
14,5.56333612600026
16,5.56667138867471
12,5.57000665134917
20,5.57334191402362
20,5.57667717669808
22,5.58001243937253
15,5.58334770204699
12,5.58668296472144
28,5.5900182273959
36,5.59335349007036
57,5.59668875274481
39,5.60002401541927
29,5.60335927809372
22,5.60669454076818
26,5.61002980344263
21,5
55,6.7
35,6.9
20,4.9
18,8.7
17,6.3
19,6.5
35,8.5
27,7.2
25,6.5
27,11.7
34,9.2
55,11.3
34,9.7
48,6.8
25,8.1
25,6.4
21,7.7
17,7
26,4.7
20,5.1
15,4.4
19,7.4
15,6.1
22,4.6
35,6.8
35,10.1
32,8.8
38,10.4
36,10.7
33,12.9
33,10.4
30,11.5
27,12.8
30,11.4
26,11.8
38,11.4
43,15.2
39,11.2
32,10.9
36,9.2
26,7.5
29,9.9
25,10
28,7.2
23,9.4
34,9.5
30,8.3
36,11.6
31,10.5
38,9.6
32,7.8
32,8.3
23,5.5
28,5.6
23,8.7
20,7
19,8.1
20,9.3
31,11.4
56,10.9
65,16.4
58,13.3
40,10
29,8.7
18,8.5
29.0333844356545,6.4
35.0130390203563,7.9
42,10.5
48,8.5
38,7.4
30,10.3
28,9.1
40,14
29,10.3
26,17.6
20,14.5
17,10.3
21,5.4
17,1.5
23,6.7
18,7.6
12,6.2
12,5.6
20,6.6
13,6.2
13,5.2
13,5.7
15,6.1
20,3
30,4.6
27,9.3
31,12.6
36,10.3
45,9.1
35,10.2
27,8.3
25,8.7
25,6.2
19,4.9
13,3.9
10,5.3
10,4.7
8,3.2
5,2.2
2,1.5
1,0.1
1,2.1
7,3.8
7,2.5
10,2.9
9,2.7
12,3
13,3.7
10,6.6
10,7.9
22,6
12,5
18,5.7
23,6.1
23,7.8
28,9.4
85,11.1
43,8.1
23,5.1
9,6.7
8,7.2
9,5.8
8,3.6
11,4.1
8,3.9
7,6.7
8,7.5
24,8.4
10,7.7
28,7.5
12,4.2
12,3.4
9,3.1
16,2.9
12,1.4
16,2.3
7,6
12,5
10,4
10,3.5
15,3.8
9,5.7
15,6.3
15,8.6
13,8.4
14,6.3
14,7.6
12,6.1
13,7
20,8.4
26,10.4
27,10.7
60,17.1
25,6
17,6.7
14,6.3
17,5.9
14,7.3
10,6.8
13,6.4
11,6.1
21,6.3
17,8.2
47,10.8
33,10.4
27,15.6
24,11.8
20,8.6
21,9.2
29,10.6
21,13
35,12.6
34,14.7
37,17.9
37,17.2
36,15.9
34,15.5
49,15.6
37,12.2
30,14.3
29,14.6
16,12.4
18,10.7
22,13.9
30,12.6
35,18.5
31,15.9
29,14.6
24,13.1
27,10.7
23,13.4
22,9.8
19,11.3
23,9.3
22,9.6
18,10.8
27,14.4
25,10.3
52,16.1
42,13.4
29,12.4
31,10.9
18,8.8
10,6.4
22,4.4
21,5
26,6.9
31,7.3
28,9.6
44,14.1
37,8.9
25,7.4
14,7.3
13,4.7
10,5.3
9,5.1
9,3.7
6,3.6
5,2.7
7,1.6
5,1.3
3,2
3,1.3
5,1.44596244889077
22,0.5
7,2.4
23,3.8
25,3.2
24,3.6
17,3.8
18,5.1
24,6.3
18,4.2
23,6
23,5.9
18,5.3
16,5.1
8,4.4
8,6.1
12,4.4
12,2.7
13,4
18,3.1
12,5.2
13,3.6
9,0.3
8,1.2
8,3.5
11,5
11,8.1
12,6.3
9,3.5
11,2.1
10,3.3
15,5.3
16,3.5
24,4.8
34,5.3
28,5.1
23,5.3
32,7
22,7.1
25,6.7
19,13.5
20,9.6
19,8.5
20,7.2
13,8.8
20,9.1
22,9.4
20,5.2
23,7.9
18,7
21,8.6
14,9.3
14,7.6
16,5.7
11,4.9
18,3.5
13,4.6
17,4.6
16,3.9
27,9.2
24,9.9
24,9.9
19,7.1
26,8
24,9.4
22,8.3
18,8.7
21,6.4
15,6.8
15,8.1
18,7.4
19,6.9
25,8.6
18,12.1
28,10.4
22,11.2
17,7.7
16,5.2
21,5.6
22,6.1
36,6.5
29,6.3
25,8.6
15,8.5
22,6.4
21,8.4
20,8.7
20,8
18,7.8
15,7.1
15,8
12,8
15,6.6
13,6.6
14,6.1
13,4.3
14,6.1
14,4.1
12,3.2
10,7.6
8,5.2
14,2.8
13,3.4
21,3.2
21,3.4
15,3
15,2.1
16,3.2
13,3
10,1.1
6,2.2
6,3.2
7,3.6
6,3.9
5,2.8
5,2.2
3,2.8
4,1.2
3,1.1
9,2.8
6,0.7
3,2.8
6,5.1
10,5.8
27,4
23,0.9
17,1.9
10,4.7
12,4.9
16,3.7
16,5.5
14,4.4
10,1.6
11,2.5
14,5.5
8,5.6
9,3.2
6,1.6
6,2.7
9,5.5
5,5.6
7,2.8
5,3.8
8,5.2
8,5.2
12,5.6
11,5.2
11,5.5
12,4.8
13.0183505422929,3.6
13.9802381643169,5.56889785786069
14.942125786341,6.47116190245719
14,6.5
18,8.9
46,12.2
32,12.6
30,16.2
28,11.2
27,11.6
24,14.7
21,16.5
22,9.1
15,6.4
22,11.5
24,16.8
24,14.6
21,11.5
21,13.9
25,10.5
22,12.4
21,10.6
14,8.9
19,9.3
24,11.1
28,7.2
38,9.4
44,9.2
52,8.7
42,13.4
48,12.9
46,14.3
36,9.9
32,7.4
33,8.2
27,9.5
26,9.4
26,9.2
30,8.4
21,8
22,9.1
33,9.9
28,7.4
39,12.1
24,10.9
26,7.9
22,6.8
21,6.2
24,6.1
30,8.4
31,8.5
24,7.8
27,7.3
19,7.8
22,7.4
21,5.1
24,5.3
36,9.8
29,9.8
32,8.8
31,9.5
50,12.6
40,14.8
38,10.3
44,9.7
28,7.1
38,8
60,15.2
47,11.5
32,9.4
25,7.4
23,8.7
22,6.5
20,6.8
18,6.1
27,4.9
29,4.7
37,11.1
49,9.1
37,12.5
21,11
15,10.3
22,7.6
23,8.3
24,6.6
33,8
37,10.6
31,12.5
22,10.8
20,11.6
19,8.6
19,11.3
19,7.3
23,10.3
28,8.9
16,7.4
17,8.3
25,8.8
21,7.4
29,6.1
30,4.5
43,8.1
38,7.3
29,13.3
27,10.1
23,6.7
23,9.5
20,7.5
24,6.2
25,1.8
25,5.1
19,5.2
19,5.8
18,8.1
16,11.5
20,8.6
12,5
13,3.6
29,3.7
23,6.5
57,8.4
82,8.3
41,6.7
39,3.8
37,3.7
35,6.1
48,7.1
33,5.1
39,7.3
38,5.5
41,2.1
44,6.5
26,7.9
17,8
7,7
11,2.8
6,1.5
6,2.4
9,2.4
7,1.1
9,1
13,4.9
14,2.7
12,1.8
15,5.7
17,6.1
23,6.1
33,5.4
31,6.8
31,7.8
38,8
33,9.4
32,9.9
34,11.8
32,9.3
29,8
38,7
37,5.6
47,5.3
27,7.2
22,7.7
20,7.5
20,7.5
19,8.2
15,10.3
20,7.2
16,5.8
22,6.3
20,7.2
22,3.8
17,0.9
18,3.8
17,7.9
29,6.2
16,4.3
15,4.7
17,3.5
12,2.5
12,5
13,4.7
15,6.7
19,7.5
19,4.2
8,1.9
8,2.9
12,2.9
8,3.1
10,5.7
11,5.9
9,7.7
11,4.6
13,3.7
19,4.21508486127879
16,4.13110500898117
31,3.7
34,3.2
39,4.3
81,11.1
48,10.2
55,9.9
50,10.4
50,9.3
41,8.5
50,6.2
49,8.5
31,5.3
30,7.1
26,6.4
26,8.5
27,8.4
24,5.9
33,5.6
29,5.5
16,5.2
17,4.2
24,4.4
22,5.4
19,5
20,4.7
28,5.4
20,6.9
29,7.2
42,7.2
40,8.2
43,12.8
40,8.4
33,4.6
39,8.7
31,7.3
36,6.1
35,7.8
57,11.2
46,9.8
32,6.5
15,4
13,4.8
16,6.5
12,2.8
21,2.77327331889895
23,1.2
21,2.5
5,0.9
5,2.3
17,4.8
4,3.9
9,3.6
9,3
12,1.4
16,5.2
16,5.4
31,5.1
25,6.7
27,6.8
30,11
37,8.1
26,7.6
38,10.5
24,6.9
19,5.6
21,9
27,8.5
25,7.9
20,7.3
9,6.4
15,4.8
14,2
18,1.3
16,4.3
13,7
23,9.3
25,8.5
32,7.8
16,5.3
24,7.5
23,10.8
26,8.2
29,5.8
34,8
23,10.7
27,9.9
21,8.7
32,9.9
39,13.2
53,12.6
43,11.5
21,14.4
29,9.3
18,7.4
15,6.9
16,4
9,6.6
14,7
8,6.4
6,5
35,5.4
33,8.6
36,8.8
26,6.5
24,6.3
26,6.1
29,6.2
27,9.2
29,8.5
28,8.9
35,6.4
42,7.9
49,14.3
39,13.5
51,10.5
39,10.1
26,6.8
25,7.2
18,4.5
14,5.3
10,5.4
21,4.9
13,7.9
27,10.4
34,9.3
35,10.7
32,9.6
32,11.1
29,12.8
26,10.1
37,8.3
37,8.7
34,8.3
37,6.9
41,7.3
33,8.1
22,8.3
40,9.8
42,11
38,12.7
34,9.5
26,6.9
24,5.9
17,6.5
12,5.2
15,2.6
14,3.4
15,5.1
32,5.8
39,10.5
38,10.9
29,10.7
25,9.8
24,9.3
20,7
23,7.6
25,7.6
23,5.9
27,10.3
37,10
38,7.9
55,11.7
50,9.4
42,9.9
32,6.5
34,12.1
25,8.7
17,7.8
23,8.7
32,7.6
33,13.3
30,13.5
33,9.5
34,8.9
29,7.6
16,4.6
16,4.4
13,4.2
24,2.8
24,5.7
30,5.6
24,6.2
25,6.4
26,7.7
40,9.4
37,8.3
60,14.5
40,10.9
23,7.5
24,6.1
33,6.1
23,9
30,9.9
22,5.8
24,4.2
32,7.8
24,11.7
26,9.1
22,6.2
23,4.7
22,7.1
22,6.2
18,4.9
26,7.4
27,7.5
28,9.6
26,10.5
12,10.7
14,8
6,5.1
9,5.2
10,4.3
11,8.7
15,9.1
24,4.8
10,0.5
30,2.1
16,5.9
17,5.4
14,3.6
13,8.5
16,8.9
17,6.3
20,5.6
18,6.1
29,8.4
26,6.9
21,3.8
10,4.3
6,5.5
7,5.4
10,5.4
8,5.8
6,4.5
5,4.4
9,3.2
9,2.3
6,7
6,5.8
6,2.1
4,0.2
4,0.5
225,19
43,1.6
8,1.4
8,2.2
9,2.1
12,4.2
13,6.9
14,5.9
21,6.5
19,10.9
15,7.4
15,5
14,4.8
22,6.2
29,6.5
28,8.6
20,10.3
14,6.7
14,2.1
19,2
23,5.2
22,5.3
23,4.5
19,4.5
15,7.2
12,6.1
18,6.2
33,10.4
22,7
21,5.9
21,7.5
16,3.9
17,2.2
24,8.3
32,8
25,9.6
23,10.8
29,6.3
42,10.9
28,9.3
63,14.6
24,11
18,8.7
12,3.7
12,3.7
17,10.8
35,8.3
56,13.6
78,16.8
87,16.1
77,17
67,14
43,15.3
32,11.4
19,10.2
21,10.7
22,10.1
18,9.3
23,8.1
18,9.3
15,9.9
11,9
12,8.5
22,7.6
21,6.6
19,8.7
22,9
17,8.1
20,9.4
24,8
30,8.8
27,8.4
25,7.3
37,15
30,10.4
33,10.4
31,11.4
29,12.3
21,12.8
15,11.1
21,9.4
17,8.8
17,8
16,10.8
13,12.5
20,13
34,14.2
33,14
27,12
29,9.4
33,8.6
24,7.4
19,9.5
17,8.7
27,11.2
31,11.8
32,10.7
34,9.9
31,8.8
26,10.8
21,9.7
17,10
17,7.9
18,12
14,10.1
13,9
18,12.5
17,9.3
22,13
23,9.8
30,8.7
28,10.4
31,9.6
17,8.2
21,8.4
19,5.9
24,9.2
21,8.3
28,11.4
28,11.2
33,7.8
33,10.8
37,11.1
61,10.2
57,14.3
40,10
27,5.6
24,4.9
24,6.1
31,8.1
34,6.8
34,6.1
35,8.1
28,11
20,7
21,7.3
17,7.5
19,6.5
26,4.5
12,8.2
18,5.5
13,0.4
10,3.5
14,4.4
30,3.4
55,4.2
40,5.7
44,6.7
31,9.7
23,9.1
26,6.1
24,5.6
16,5.3
20,6
26,6.2
22,7.4
19,5.4
21,3.2
17,2
24,3.3
22,4.5
20,3.9
19,6.9
18,5.9
18,4
24,7.6
26,7.8
34,7.8
35,13.3
52,16.8
37,12.6
33,13.2
27,10.4
22,10.9
27,11.6
26,10.7
20,10.2
23,11.5
26,13.6
22,10.6
24,9.1
24,7.6
17,8.6
19,10.5
15,14.3
20,13.5
17,10.6
27,12
23,8.4
26,8.9
37,10.7
43.6186640189626,10.6715640717034
50.7680434204047,11.0065996108782
70,11.3416351500531
26,11.6766706892279
27,12.4
25,11.9
28,12.1
21,12.1
21,10.7
22,11.3
19,8.2
14,8.9
17,6.2
16,5.1
18,6.2
18,7.4
23,6.8
23,8.8
26,7.3
28,9.5
27,8.7
26,8.3
39,8.5
36,10.4
36,15.1
40,11.2
36,15.8
33,9.2
33,8.5
28,12.4
28,11.9
28,10.5
30,10.7
36,8.2
40,9.2
40,10
35,6.7
27,8.1
21,13
17,9.2
14,5.3
22,6
25,7.6
19,5
38.6633388076492,2.3
52.9829156803166,2.1
82,0.5
33,1.3
42,6.6
55,5.2
74,6
67,7
81,8.3
36,6.5
32,7.9
27,9.2
30,7.8
37,6.5
35,6.7
38,5.1
35,7.1
33,16.7
43,9.2
51,8.3
49,10.9
49,11.3
38,8.6
29,13.2
19,10.2
20,7.3
8,4.4
7,8.4
12,7.4
18,5.1
21,4.4
27,6.5
21,6.1
24,6.8
25,9.7
17,7.9
17,7.6
21,5.1
21,5.6
25,6.8
26,4.9
26,3.7
25,7.3
24,8.7
26,7.8
24,6.1
26,3.8
21,3.4
15,3
11,3.6
13,4.9
8,3.6
12,3
10,2.5
12,1.4
9,1.5
15,3.7
20,5.4
36,6.7
36,8.9
32,8.5
37,7.9
34,7.4
30,8
27,7
37,5.2
32,9
32,7.3
29,6.7
42,9.7
38,9.9
31,6.6
32,6.6
23,7.8
20,7
12,4.7
17,4.6
14,3.4
19,6.4
11,7.5
21,5.2
23,4.4
24,7.2
26,7.8
34,9.9
35,16
30,13.6
28,10.2
49,9.3
40,13.6
36,12.1
37,11.6
39,15.1
34,13.6
30,9.5
27,8.2
22,8.3
20,7.8
23,8.5
23,7.4
27,8.4
30,12.6
32,11
34,10.7
32,9.8
29,9.4
23,9.5
17,8.2
12,11.7
23,10.1
27,13.6
27,10.6
18,7.7
22,6.2
28,7.2
32,7.5
33,11.6
53,11.1
37,10.8
27,12.1
27,11.8
22,11.7
23,7.6
22,6.2
19,10.6
19,8.9
32,8.8
34,16.6
37,12.4
37,10
27,10.6
20,8.2
18,6.2
19,12.2
19,9.9
28,7.8
25,8.2
33,8.2
36,11.9
42,11.4
48,16.9
86,23.2
48,15.5
40,12.3
31,7
23,5.4
20,9.7
27,10.6
38,10
46,9
41,12.8
31,9
23,4.4
23,3.2
14,3.6
12,3.8
20,9.5
20,9
17,9.2
20,8.9
26,8.3
28,8.9
27,6.3
36,12
34,14.2
39,8.3
29,5.6
27,8.3
31,8.4
34,5.6
43,7.4
48,10.8
71,8.8
52,8.6
47,9.3
46,8.4
38,8.7
19,11.5
18,10.4
19,6.5
12,5.4
12,6.3
18,7.9
19,5.1
17,6.7
11,5.4
16,7.8
13,7.1
23,7.5
14,6.4
17,5.3
19,5.4
22,4.5
46,4.9
52,6
39,9.5
38,7.5
31,9.1
39,7.9
29,6.9
23,7.7
29,8.1
16,7.1
15,5.3
17,7
15,6.9
14,5.1
15,4.3
11,2.6
8,1.8
11,5.8
9,4.7
9,1.9
19,6.6
21,7.6
18,6.6
18,9.3
17,5.8
24,6.7
30,9.9
33,8.6
25,5.5
27,6.3
19,6.8
23,5.7
15,3.3
13,3.6
15,3.6
14,4.4
14,8.2
14,6.4
15,10.1
15,8.6
11,9.6
11,8.6
20,6.5
27,14.9
12,9.4
13,7.3
14,7.5
15,5.7
18,6.4
19,7.6
18,5.4
22,5.6
13,6.7
21,5.7
24,6.9
28,10
22,8.6
15,8
15,6.3
20,6.2
32,10.5
35,10.2
37,10.7
34,12.6
29,16
29,15.1
31,9.1
33,8.5
34,11.2
29,12.7
38,14.1
27,12.9
35,12.4
23,12.9
22,9.4
18,7.6
24,7.5
27,5.7
28,6.7
28,11.7
21,7.4
17,4.1
18,5.2
13,5.6
21,14
21,9.2
29,14
29,17.2
31,12.6
34,12
33,12.2
41,10.7
35,11.3
29,12
30,10.9
33,11.3
26,11.6
24,11.7
20,9.6
25,9.7
31,8.1
26,9.6
26,8.3
18,10.2
24,11.8
13,11.3
16,8.9
19,6
29,15.3
21,12.8
26,12.7
30,10.6
31,12.2
36,10.1
39,13.2
82,17.9
51,12.3
47,12.7
33,13.8
35,13.1
29,10.7
29,16.3
21,9
28,9.8
24,11
32,11
28,9.2
25,12.6
22,9.6
25,6.5
27,10.1
24,9.1
