"pm10","pm2.5"
25,6.2
39,9.7
29,10.5
42,13.4
55,17.6
39,10.9
20,8.6
20,4.4
20,6.2
16,5.3
24,2.9
18,4.6
23,7.7
32,7.8
40,10.9
42,11.4
41,9.5
29,11.9
27,17
19,8
21,6.9
19,5
21,4.9
26,3.3
31,4.4
30,8
42,12.4
56,11
62,14.3
42,8.7
33,13.3
30,13.6
26,10.1
29,8.8
24,9.5
25,5.8
28,4.2
24,7.5
43,8.5
27,6.4
36,11.8
26,17.5
29,8.5
35,13
21,9.9
30,10.7
27,11.7
26,10
36,10.7
41,10.9
42,13.8
42,10.3
51,10.9
31,11.9
32,9.6
23,8.4
13,5
13,0.9
15,2.7
10,3.5
13,2.1
28,4.9
34,8.7
39,14.5
38,14.1
28,13.2
22,14.1
24,10.1
26,11
26,10
28,11.4
27,11.2
35,11
26,13.6
35,11.7
37,11.9
30,11.5
26,12.6
23,9.8
15,8.2
13,6.9
20,7.6
23,9.3
23,7.4
28,10.2
49,16.5
52,16.9
44,16.4
40,11.6
26,14.5
28,15.1
24,16.8
27,9.9
30,11.6
24,13.1
25,11.2
22,13
19,11.4
26,8.3
25,9.7
35,11.1
27,9.3
16,10
19,7.6
28,7.8
52,7.8
78,13.1
54,12
42,6.9
50,11.8
53,11.9
36,8.8
49,13.5
24,12.2
22,8.6
21,6.9
24,6.8
13,8
13,5.9
21,9.4
12,8.7
17,6.2
10,6.8
12,5.4
12,5.4
11,6.2
16,4.3
11,1.2
18,4.2
18.9806529232463,3.66942341644947
20.8119465631559,3.71333851536599
22.6432402030654,3.7572536142825
24.4745338429749,3.80116871319902
25,3.84508381211553
36,3.88899891103205
23,3.93291400994856
27,3.97682910886507
13,4.02074420778159
22,4.0646593066981
25,4.10857440561462
26,4.15248950453113
23,4.19640460344765
24,4.24031970236416
20,4.28423480128068
16,4.32814990019719
17,4.37206499911371
12,4.41598009803022
17,4.45989519694673
21,4.50381029586325
28,4.54772539477976
21,4.59164049369628
24,4.63555559261279
22,4.67947069152931
29,4.72338579044582
21,4.76730088936234
15,4.81121598827885
27,4.85513108719537
27,4.89904618611188
40,4.9429612850284
35,4.98687638394491
35,5.03079148286142
28,5.07470658177794
27,5.11862168069445
31,5.16253677961097
15,5.20645187852748
27,5.250366977444
33,5.29428207636051
51,5.33819717527703
42,5.38211227419354
35,5.42602737311006
29,5.46994247202657
50,5.51385757094308
40,5.5577726698596
40,5.60168776877611
37,5.64560286769263
33,5.68951796660914
26,5.73343306552566
26,5.77734816444217
29,5.82126326335869
26,5.8651783622752
39.0779447502143,5.90909346119171
54,5.95300856010823
43,6.1
46,4.2
45,8.9
33,9.7
32,6.9
22,5
23,5.9
19,7.5
28,8.1
33,13.7
49,14.5
59,17.7
55,13.2
47,14.8
62,16.5
50,15.3
54,14.8
52,12.7
50,17.2
43,9.7
37,7.8
32,7.1
39,12
45,11.2
40,10
30,7.4
36,4.2
27,3.7
20,7.5
31,7.8
40,8
48,16.1
42,13.8
47,13.1
41,11.9
34,11.4
42,18.8
57,15.6
58,18.2
44,12.7
40,9.1
35,8.3
35,8
29,8.5
23,7.8
31,6.1
33,7.3
60,11
47,9.3
42,7.1
34,5.6
24,4.4
16,5.1
8,4.2
8,3.2
17,2.5
11,7.9
12,5.7
19,3.3
18,5
24,3.9
23,1.1
27,7.4
24,7.3
16,7.1
14,5.9
13,4.7
23,3
9,2.3
16,5.1
24,6.6
24,4.7
15,6.1
20,7.5
24,7.6
21,6.2
23,6.1
19,6.3
16,6.8
18,5.9
11,4.1
16,5.6
17,7.5
28,9.4
25,6
50,6.4
37,8.9
21,6
23,5.9
28,4.4
19,6.7
21,6.1
20,3.7
15,4.1
30,8.6
29,9.9
34,8.3
27,7.8
34,7.1
22,7.8
19,7.6
16,5.7
16,7.8
22,8.8
39,8.1
34,6.9
39,10.1
33,14.2
41,10.6
34,7
61,8.3
69,16.3
38,14.4
27,11
19,8.4
10,4.5
16,4.4
16,4.4
16,4.4
12,3.7
27,6.1
28,9.4
21,7.4
22,8.2
20,7.4
14,7.1
25,7.8
19,7.3
18,8.2
16,7.1
15,2.8
24,6.5
32,12
39,13.1
49,10.3
69,11.8
38,8.8
19,5.7
8,5.2
16,3.7
16,2.5
31,6.2
32,8.9
46,10.6
51,10.2
51,14
27,8
14,3.8
11,3
16,1.3
9,1.3
19,5
25,4.8
33,5.9
25,10.3
34,8.6
46,13
57,14.1
62,13.9
50,13.9
50,13.6
54,13.6
46,12.2
39,8.4
26,8.8
27,6.2
26,6.8
32,5.4
38,9.4
39,11.4
36,9.6
33,5.8
29,4
38,9.6
42,10.9
38,12.6
38,9.6
46,10.2
52,18.6
58,14.7
58,13.6
86,20.1
92,18.2
56,14.9
44,12.5
45,15.3
42,11.1
31,7.7
24,4.8
23,3.3
28,5.3
20,7.3
39,9.6
27,10.9
28,8.8
29,10.8
21,9.7
14,6.4
22,8.7
27,12.3
27,15.2
32,11.6
26,10.7
29,5.3
29,5.2
43,11.9
44,10.7
46,10.9
24,9.1
26,5.2
24,3.5
12,4.6
13,3.5
15,2.5
33,9.5
21,7.6
19,7.5
20,5.9
19,7.1
30,11.8
16,9.3
20,13.7
23,9.6
15,4.8
21,7.9
17,7.4
11,3.1
18,3.2
21,4.8
20,3.5
26,4.3
27,7.4
34,8.2
21,4.7
7,3.35663770264141
4,0.5
2,2.2
6,0.9
9,1.54675471664951
12,0.5
10,4.3
15,3.2
13,1.3
24,3.1
38,10.6
36,11.1
40,11.1
38,9.6
28,4.8
21,3.9
30,4.4
28,4.6
28,5.6
58,8.9
53,7.4
54,8.7
38,5.7
26,6.8
18,5.4
15,4.4
12,3.5
11,3.4
17,3.7
26,5.3
34,7
28,8
91,13.2
21,8.9
18,6
24,4.4
18,5.6
22,4.7
18,2.7
16,1.8
25,1.5
29,4.3
49,9.1
56,9.7
93,20.4
41,11.8
42,10.3
33,7.4
16,5.2
16,3
20,2.5
244,20.5
153,9.2
21,9.5
24,5.5
22,4
22,9.8
27,7.4
30,6.6
47,8.5
37,8.3
34,9.3
37,7.2
39,8.5
39,9
58,8.3
70,11.3
93,17.1
72,13.3
58,11.7
49,9.4
47,11.1
39,10.5
33,9.3
24,7.4
29,6.4
26.7918477992353,8.39080073064277
24,10.1
27,9.1
37,7.6
33,11.7
37,9.2
33,8.4
26,7.8
32,7.6
27,10.1
27,10.3
20,6.9
16,6.8
25,6.5
25,8
36,9.2
38,7
20,7.7
22,6.8
22,5.7
19,4.5
13,4.8
17,6.1
22,5.8
29,7.3
27,6.8
25,4.1
30,7.9
27,8.8
22,8.8
27,7.2
26,7.5
43,8.4
188,25.7
251,22.7
97,16.6
33,10.4
27,10
34,9.6
33,8.9
49,11.5
39,8.2
31,9.1
13,7
12,4.1
17,4
18,6.5
12,7.3
17,6.6
17,6.3
11,6
10,4.9
20,3.2
25,3.5
29,6.7
31,10.4
36,9.4
44,10.2
36,8.8
39,11.2
32,11.1
44,10.1
38,8.9
30,8.3
41,12.8
48,14.4
51,12.9
31,10.6
15,7.2
17,4.5
19,3.8
8,4.2
8,2.5
20,4.7
105,31.6
176,110.1
111,63.3
120,74.3
49,12
45,11
40,15.7
46,16.3
39,15.5
36,13.3
34,14.7
41,11.9
49,13.6
46,11.7
44,12.3
48,10.2
60,12.8
55,16.6
52,16.1
48,13.1
37,11.1
55,8.6
22,7.9
15,11.9
27,16.5
46,15.4
44,15.2
26,9.5
17,8.9
28,7.7
26,6.5
22,8.3
22,14.4
18,8.2
19,5
20,6.1
10,6.1
12,6.2
10,7.1
21,7.1
27,7.4
18,10.2
21,8.3
14,8.1
6,6.8
16,6.1
22,6.7
29,12.5
28,11.8
28,12.6
18,9.9
13,10.6
22,9.3
14,9.4
14,10
15,10.3
14,10.3
17,9
19,8.6
24,10.7
17,10.4
20,14
15,10.6
25,9.1
17,7.5
12,8.5
10,5.6
8,2.6
8,3.2
7,4.7
17,7.2
15,8.1
17,6.5
18,5.1
18,4.6
11,6.2
8,4.4
10,2.5
13,2.5
10,2.7
15,4.3
19,5.5
19,6
28,7.2
37,8.7
24,12.2
30,8.2
24,7.4
21,5.3
16,2.3
9,2.9
12,4.8
20,6.3
34,7.5
38,6.2
22,5.1
14,6.6
14,6.6
14,4.8
14,3.5
13,4.4
9,4.6
14,4.9
19,7.2
16,6.7
20,6.4
22,6.4
34,5.5
39,9.2
38,11.4
54,11.3
51,10.1
38,10.7
28,8.2
13,9.09353755475921
14,9.09787051217784
15,7
26,14.2
26,10.6
16,8.3
20,8.8
32,13.4
32,15.1
22,10.7
20,9.1
18,9.9
18,8.6
17,8.3
14,6.3
20,5.9
23,6.5
32,8.6
51,17.8
64,19.8
55,17.2
32,12.1
24,11.2
26,8.5
18,4.4
20,8.4
26,11
24,9.6
28,10.7
36,9.3
32,10.4
25,10.7
26,10.6
19,8.7
21,6.1
17,8.5
20,11.5
17,7.9
24,8.5
26,5.7
22,6.1
25,8.1
39,12.6
38,11.7
39,11.6
32,8
31,6.6
21,4
17,2.8
17,3.9
6,3.8
15,2.6
34,3.5
27,3.8
15,3.3
18,2.9
29,6.2
16,6.3
10,5.7
12,6.5
8,5.9
6,5.9
9,4.1
18,5.6
15,4.8
15,3.7
11,6.3
11,7
16,6.1
16,5.3
19,6.6
12,6.2
7,2.5
3,0
1,1.40131915292921
3,1.37350778362196
7,1.34569641431471
7,1.31788504500746
3,0.8
6,1.1
12,2.6
20,5.8
12,5.3
19,4.4
17,3.3
26,12.7
14,9.1
9,8.1
20,9.1
19,13.8
25,10.4
26,8
50,9.5
39,11.4
33,15.2
24,11.5
11,8.9
12,5.6
11,3.6
17,5.2
21,3.5
10,0.6
22,3.3
24,4.5
33,6.3
22,9.3
15,7.2
15,7.8
11,7.6
14,7.7
18,6.3
9,6.8
25,8.4
22,9.6
24,14.8
30,28.6
68,179.9
39,11.9
20,8.1
18,8.8
12,4.4
16,2.5
14,7.6
20,7.6
28,5.3
24,4.4
16,4.3
19,5.9
11,5.8
10,5.1
10,4.1
12,3.5
13,4.6
9,8.5
7,6.1
6,5.9
5,5.1
5,2.6
19,6.1
18,8
22,7.4
17,8
9,5.5
14,3.8
17,4.4
18,3.9
19,6
28,11.5
38,9.2
34,8
32,5
22,3.6
21,4.7
14,4.9
17,5.4
9,5.4
9,5.2
11,5.3
6,4.6
7,4.4
11,8.8
12,6.3
10,4
11,6.5
10,7.5
15,8.8
15,6.1
19,3
18,3.3
18,3.5
19,2.1
16,3
23,6.4
19,7.3
27,5.5
26,8.7
18,6
18,5.1
20,7.3
24,6.6
16,4.4
15,6.5
15,7.1
16,7.1
13,7.2
18,8.3
15,8
16,4.7
15,5.3
21,7.2
23,7.3
17,3.8
17,3.7
16,4.5
15,5.3
16,4.7
24,4.9
21,5.4
19,7.3
27,4.5
19,5.7
12,6.5
17,5.4
19,3
22,2.7
21,4.1
23,5.6
14,5.4
14,5.8
19,4.5
17,6.9
16,7.3
23,10.4
23,8.1
22,6.7
18,6.2
16,6
17,5.4
15,6.9
21,5.7
19,4.4
26,7
36,10.3
31,11.6
21,12.7
23,8.7
26,8.3
22,8
25,7.9
26,7.3
37,9.7
28,9
27,6.4
30,6.9
31,9.9
30,8.4
28,16.2
39,19.2
49,24
49,20.5
50,23.5
42,24.4
33,16.4
30,12.8
37,11.2
34,8.6
32,11.1
28,10
29,8.4
23,12.1
31,11.4
30,12
25,12.9
25,8.9
22,10.5
28,11.3
37,10.3
34,11.1
36,10.9
40,11
44,11.4
73,15.5
36,13.3
26,11.5
27,9
20,9
24,6.4
26,7
33,11.1
28,10.5
23,8.1
21,7.7
19,6.6
23,6.3
27,10.3
30,10.9
29,8.2
34,10
42,9.7
57,10.9
46,10
47,6.7
44,4.9
32,4.5
22,3.5
24,2.9
20,3.9
18,4.5469531809787
24.3289655084561,5.08350483155628
28.6983367996073,5.62005648213386
34,5.5
34,6.9
44,10.1
28,11.1
34,8.2
56,11.5
25,9.3
29,6.7
15,4.8
28,3.7
37,3.1
35,4.3
56,6.9
54,5.6
43,5.4
42,9.8
45,7.6
41,7.2
37,6.7
31,7.4
28,4.9
20,0.2
20,2.4
19,3.5
28,4.8
33,7.6
38,9.8
36,16.8
39,8.4
36,8
26,7.6
28,6.6
27,9.3
19,8.3
19,8.5
17,7.2
16,7
23,6.8
22,2.5
24,6.2
16,7.4
18,7.9
12,5
11,1.8
14,0.1
14,1.94129163247933
12,2.3
6,4.2
12,0.6
15,1.90006940576483
11,2.5
19,2.1
19,0.5
13,0.3
9,2.4
15,1.7
16,1.6
15,2.1
19,0.7
13,0.4
17,0.1
18,3.1
18,2.4
18,1.99267869261783
19,0.6
21,2.3
21,6
20,5.9
18,5.1
18,3.8
14,2
12,0.7
11,2
7,5
16,2.7
22,4.5
34,7.3
30,12.8
27,7.3
25,5.3
21,3.8
21,0.2
20,1.40652446166864
30,0.1
23,1.1
26,3.1
24,5.7
24,6.9
32,7.4
28,5.4
47,4.4
32,4.5
32,11.4
21,5.5
21,5.87696896509551
14,5.31969125837806
10,4.76241355166061
8,3
11,6.4
11,3.4
15,3.95401902473848
25,3.82875489177407
28,3.5
22,4.4
28,2.4
28,2.7
34,6.3
28,4.4
28,5
20,4.2
18,2.5
29,2.1
29,4.1
23,8.9
26,7.3
24,9.8
25,7
14,3.6
10,2.5
9,4.8
12,4.3
8,2.9
6,0
10,1.01915413779508
8,0.5
8,1.07973571407161
21,0
15,3.2
24,4.8
22,5.6
27,4.8
22,3.3
22,4
20,4.7
23,5.20472514788424
43,2.5
43,15.7
34,4.9
43,6.2
37,7.3
22,5.8
14,3
12,3.2943465500539
9,2.7177196407986
10,1.4
9,3
10,1.86778369964441
7,0.8
8,1.6
19,1.58791657060611
18,0.5
29,2.9
27,4.6
48,5.9
40,5.5
33,5.1
31,4.5
38,8.1
28,5.2
42,2.1
42,4.5
37,8.8
43,7.3
38,3.5
31,3.3
19,1.4
12,2.53843815780684
15,2.67157632442807
21,2.80471449104929
12,3.6
10,2.9
9,0.5
9,0
8,1.50182087649009
20,0.6
18,5.8
28,5.2
37,5.8
17,4
19,4.7
14,10.4
21,6.5
22,6.9
41,8.3
38,7.8
54,14
48,12.5
35,7.7
35,3.4
13,2
9,3.5
9,2.8
13,0.7
11,0.2
12,2.1
12,2.4
9,3.1
11,2
25,3.71687490100197
40,4.6
37,6.4
25,5.5
30,6.4
42,5.3
34,4.5
38,2.8
45,5.5
45,6.4
38,4.6
68,8.2
109,14.1
85,13.6
52,10.7
51,8.1
27,3.9
19,5.0725410378125
13,4.53280288860834
11,3.5
10,4.4
8,2.3
9,4.31936799285008
15,5.13078996770096
28,6
26,7.6
30,6.8
43,5.1
41,6.6
46,5.7
53,6.4
46,8.7
35,8.1
49,7.1
76,8
68,12.5
73,22
79,10.8
43,9.6
35,7.4
29,6.5
32,5
22,1.1
23,1.1
21,2.6
33,2.7
36,2.7
40,4.7
45,4.4
52,5.9
44,9.4
38,7.3
26,5.9
23,4.4
33,2.6
45,4.3
53,8.4
54,11.9
49,7.7
42,4.8
49,6.7
55,9.5
47,6.7
32,5.6
30,4.7
40,3.1
42,6.9
48,8.7
43,10.9
47,11.9
53,19
46,14.3
44,16.8
41,18.1
33,7.5
36,10.1
44,5.5
38,1.8
39,7.9
42,5.7
35,6.3
32,4.4
25,2.9
31,1.1
24,3.7
27,5.4
36,4.6
41,3.5
43,6.3
24,7.7
31,6.4
39,4.6
102,2.6
93,4.3
58,11.3
57,6.7
60,3.2
74,5.9
86,10.7
78,6.6
94,2.8
164,4.7
166,8.5
151,11.1
108,7
97,9
72,6.8
51,3.2
40,4.2
41,5.1
33,5.4
40,6.6
48,2.7
39,3.15171257823039
31,2.64621997606948
27,0.7
32,2.8
44,1.7
51,11.4
79,15
40,6.1
34,8.2
38,7.4
39,10.7
30,9.1
29,10.6
32,10
26,6.7
25,7.7
32,9.5
36,15.2
35,10.6
39,6.7
37,9.2
37,7.4
38,6.8
35,7.8
45,9.4
60,12
66,9.6
44,9.7
48,9.4
37,9
29,9.7
28,13.4
80,10.2
50,7.3
37,5.9
33,7.2
36,5
22,3.1
49,3
54,8.2
65,19.4
46,6.8
45,7.6
55,9.2
55,9.4
45,7.6
39,4.8
39,3
48,2.8
45,9.4
45,9.2
47,7.5
47,7.5
44,6.8
43,7.7
61,13.8
62,13.6
53,9
53,7.5
43,6.2
42,12.2
42,9.8
41,10.5
44,8.8
55,10.7
76,10.1
62,10.3
86,11.6
103,22
68,13.6
48,10.7
47,12.9
42,8.2
39,8.6
33,10.2
31,6.3
28,5
27,5.1
32,5.2
48,9.6
55,9.6
50,7.5
54,8.1
36,5.4
31,6.5
32,8.6
30,8.6
21,6.5
28,6.4
46,9
85,16.3
69,18
42,5.9
42,7
40,9
41,7.8
31,6.1
23,4.8
19,5.7
23,9.2
13,5.2
11,1.2
24,3
27,6.6
28,5.2
49,4.9
24,6.1
22,5.4
26,6.3
60,6.6
32,5.8
23,5.7
24,5.1
26,3.4
37,4.1
33,4.5
30,5
26,9.3
28,6.3
13,2.8
13,4.7
8,3.6
9,0.4
9,0.4
12,2.6
31,0.8
29,2.2
30,5.8
24,5.6
23,9.2
34,7.9
13,5.2
13,3
15,2
7,3.1
12,3.9
9,5.1
11,4
12,3.8
30,8.1
23,5.1
17,3.6
19,2.2
24,0.8
27,1.5
18,4
22,4.5
54,5.1
41,7.3
43,10.3
35,11.5
31,11
44,9.4
45,7.2
77,10.9
72,11.4
66,13.3
73,9.7
77,11.8
103,8.4
126,15.2
52,4.8
42,3.5
76,3.8
111,8.6
181,6.2
133,7.7
36,4.9
27,0
27,2.2
24,2.9
19,1.5
11,0.2
11,1.23060564398714
30,1.1
19,2.6
14,2.6
25,2.1
18,1.6
24,0.3
22,1.4
21,5.5
24,5.2
29,3.1
31,3.3
51,5.7
44,10.4
55,10.9
82,13
20,8.7
17,4.7
10,2.3
9,1.6
10,0.5
11,1.49221251774899
11,1.65702102529611
15,1.82182953284322
18,1.6
27,1.4
63,3.5
46,7.3
52,10.2
53,14.4
56,10.7
51,6.7
50,4.5
38,9
44,9
58,14.9
51,17.9
46,10.3
48,10.3
66,13.4
59,10
41,8.5
36,8.7
36,8.7
40,6.3
30,4.7
45,2.5
34,7.8
36,7.4
33,9.9
53,16.3
65,15.8
96,20.4
159,23.6
242,55.4
193,60.3
161,61
136,47.8
99,35
81,31
71,28.4
66,28
122,32.4
102,25.7
41,18.1
41,16.9
60,19.3
55,23.4
50,16.7
52,14.1
38,14
41,16.7
42,19.4
59,22.6
50,17.7
57,18.2
52,24.2
49,26.7
66,23.1
66,24
55,18.6
59,21.1
54,13
59,20.7
72,28.2
105,31.2
76,28.7
69,23.7
66,20
57,16.5
49,18.9
44,18.3
49,18.7
39,13.8
38,9.2
43,19.5
47,15.5
44,15.7
44,17.6
50,18.3
43,20.3
47,12.8
47,16.5
50,14.3
46,12.7
65,19.5
46,21.5
55,17.5
42,15.2
44,14.8
43,12.7
49,11.2
49,16.5
43,11.5
46,17.2
47,14.3
39,10.4
36,9.1
28,7.1
25,7.8
31,6.3
24,2.6
25,2.8
27,4.5
39,4.3
28,4.1
31,6.4
28,7.5
25,9.3
22,6.5
31,6.3
22,6.9
21,8
22,6.3
28,6.5
27,6.4
23,5.5
25,4.7
15,3.1
9,1.5
7,2.1
9,1.3
6,0
10,0.5
7,1.2
19,2
31,3
37,6.8
54,10.3
41,11.5
29,6.9
19,6.9
30,8.2
22,6.2
17,4
38,6.2
32,8.2
99,12.3
53,10
36,6.8
42,7.3
22,3.8
18,0.9
15,0.7
6,0.6
15,0
15,2.3168004040742
9,2.6
15,3.5
118,15.2
46,10.1
63,11.4
56,9.6
45,9.4
34,8.8
32,7.1
33,5.9
25,5.1
26,6.1
63,11
79,11.5
35,8.1
34,5
37,4.8
26,3.4
27,8.6
24,7.3
16,5
17,4.8
25,2.9
15,3.7
19,2.5
32,1.2
30,5.9
20,7.3
22,7.6
25,6.7
30,10.3
26,7.6
27,9
27,7.8
27,3.9
23,2.6
31,8.5
30,6.8
38,9.7
65,9.6
58,17.7
79,16.8
36,10
26,8.9
21,8.8
25,8.4
24,8
16,6
16,1
23,0.1
22,3.4
20,6.3
15,6.9
30,6.9
32,10.4
43,12.8
33,11.4
34,8.1
29,7.7
35,8.9
59,15.1
62,14.3
61,17.7
125,26.6
107,29.7
64,19.1
86,24.3
66,21.5
114,21.3
110,13.4
117,11
138,9.7
36,7.6
30,4.1
25,5
35,8.6
36,10
36,8.8
40,11.2
40,19.9
44,18.8
39,17.1
44,15
44,5.2
46,6
22,3.4
16,3.00314877733705
27,0
28,2.4
58,5
70,4.3
59,3.8
93,3.1
107,1
101,1.62618538795818
48,0.3
57,2.8
46,3.8
28,3.2
25,4
28,3.2
43,4.8
40,7.2
55,9.9
45,13.8
30,10.2
24,6
13,1.9
24,5.3
34,2.6
33,2.3
35,3.6
33,5.5
23,3.4
22,2.5
17,9.5
19,5.9
20,0.4
17,0.5
16,3.2
18,2.82457097544521
19,3.03615642975024
18,3.24774188405528
23,2.4
31,4.7
26,6.5
